phase,title,distributor,genre,franchise,release_date,week,rt,est_m (box office projection $M),IPO base_price ($M, stored),IPO implied by est ($M),result actual_m ($M),live price ($M),note
Phase 2 (Awards/Holiday),Werwulf,Focus Features,Horror,,2026-12-25,16,,20.5,21,21,,18,
Phase 2 (Awards/Holiday),Pendulum,Vertical Entertainment,Thriller,,2027-01-01,17,,4.5,10,10,,9,
Phase 2 (Awards/Holiday),The Beekeeper 2,Amazon MGM Studios,Action,,2027-01-15,19,,29.1,27,27,,23,
Phase 2 (Awards/Holiday),Children of Blood and Bone,Paramount Pictures,Adventure,,2027-01-15,19,,30,27,27,,23,
Phase 2 (Awards/Holiday),The Third Parent,Bleecker Street,Thriller,,2027-01-22,20,,7.5,13,13,,11,
Phase 2 (Awards/Holiday),Animal Friends,Warner Bros.,Comedy,,2027-01-22,20,,28.2,26,26,,22,
Phase 2 (Awards/Holiday),The Rescue,Paramount Pictures,Action,,2027-01-29,21,,10,14,14,,12,
Phase 2 (Awards/Holiday),Karoshi,Lionsgate,Thriller,,2027-01-29,21,,10.5,15,15,,13,
Phase 3 (Spring),Wife and Dog,Black Bear Pictures,Thriller,,2027-02-19,24,,2.5,9,9,,8,
Phase 3 (Spring),Cliffhanger,Neon,Action,,2027-02-24,25,,14.1,17,17,,14,
